ds,y
7/4/2014,687.27
7/5/2014,550.62
7/6/2014,453.42
7/7/2014,744.2
7/8/2014,891.82
7/9/2014,991.8
7/10/2014,938.55
7/11/2014,921.93
7/12/2014,696.43
7/13/2014,689.71
7/14/2014,945.04
7/15/2014,957.43
7/16/2014,971.14
7/17/2014,841.07
7/18/2014,838.38
7/19/2014,679.61
7/20/2014,569.03
7/21/2014,849.16
7/22/2014,914.12
7/23/2014,984.48
7/24/2014,987.12
7/25/2014,823.06
7/26/2014,748.41
7/27/2014,757.8
7/28/2014,959.98
7/29/2014,758.04
7/30/2014,802.24
7/31/2014,809.04
8/1/2014,914.37
8/2/2014,664.34
8/3/2014,612.01
8/4/2014,948.69
8/5/2014,976.96
8/6/2014,889.16
8/7/2014,762.42
8/8/2014,734.24
8/9/2014,660.83
8/10/2014,678.68
8/11/2014,865.89
8/12/2014,966.7
8/13/2014,944.61
8/14/2014,786.95
8/15/2014,658.71
8/16/2014,565.39
8/17/2014,648.58
8/18/2014,746.22
8/19/2014,807.81
8/20/2014,836.54
8/21/2014,813.37
8/22/2014,795.64
8/23/2014,643.75
8/24/2014,614.15
8/25/2014,827.98
8/26/2014,884.44
8/27/2014,935.22
8/28/2014,783.41
8/29/2014,607.93
8/30/2014,486.63
8/31/2014,543.92
9/1/2014,645.07
9/2/2014,765.67
9/3/2014,608.31
9/4/2014,577.08
9/5/2014,662.8
9/6/2014,632.03
9/7/2014,464.69
9/8/2014,554.3
9/9/2014,533.34
9/10/2014,535.78
9/11/2014,591.14
9/12/2014,553.82
9/13/2014,433.36
9/14/2014,386.47
9/15/2014,523.28
9/16/2014,538.64
9/17/2014,530.65
9/18/2014,544.7
9/19/2014,527.62
9/20/2014,482.22
9/21/2014,482.17
9/22/2014,543.04
9/23/2014,554.75
9/24/2014,553.76
9/25/2014,536.33
9/26/2014,555.05
9/27/2014,502
9/28/2014,459.11
9/29/2014,402.31
9/30/2014,557.98
10/1/2014,559.81
10/2/2014,536.07
10/3/2014,536.4
10/4/2014,471.85
10/5/2014,362.85
10/6/2014,499.14
10/7/2014,529.78
10/8/2014,551.86
10/9/2014,515.07
10/10/2014,462.99
10/11/2014,419.22
10/12/2014,380.48
10/13/2014,398.29
10/14/2014,699.67
10/15/2014,609.5
10/16/2014,582.54
10/17/2014,579.04
10/18/2014,411.04
10/19/2014,371.34
10/20/2014,461.63
10/21/2014,474.31
10/22/2014,542.52
10/23/2014,482.98
10/24/2014,474.39
10/25/2014,413.06
10/26/2014,366.53
10/27/2014,455.45
10/28/2014,503.74
10/29/2014,533.55
10/30/2014,474.57
10/31/2014,435.13
11/1/2014,312.08
11/2/2014,326.36
11/3/2014,436.43
11/4/2014,398.24
11/5/2014,468.19
11/6/2014,477.4
11/7/2014,408.29
11/8/2014,337.6
11/9/2014,339.19
11/10/2014,451.83
11/11/2014,428.79
11/12/2014,474.59
11/13/2014,483.27
11/14/2014,490.44
11/15/2014,441.75
11/16/2014,405.42
11/17/2014,484.83
11/18/2014,481.14
11/19/2014,499.08
11/20/2014,498.05
11/21/2014,499.11
11/22/2014,434.01
11/23/2014,385.65
11/24/2014,466.4
11/25/2014,479.07
11/26/2014,475.38
11/27/2014,436.58
11/28/2014,473.55
11/29/2014,443.31
11/30/2014,400.15
12/1/2014,475.69
12/2/2014,495.54
12/3/2014,490.89
12/4/2014,495.43
12/5/2014,492.95
12/6/2014,419.97
12/7/2014,396.14
12/8/2014,489.02
12/9/2014,489.15
12/10/2014,487.91
12/11/2014,491.69
12/12/2014,488.82
12/13/2014,430.15
12/14/2014,381.86
12/15/2014,480.66
12/16/2014,494.33
12/17/2014,488.14
12/18/2014,489.89
12/19/2014,487.08
12/20/2014,429.54
12/21/2014,389.81
12/22/2014,481.38
12/23/2014,483.39
12/24/2014,478.37
12/25/2014,419.92
12/26/2014,471.14
12/27/2014,431.68
12/28/2014,386.24
12/29/2014,478.84
12/30/2014,491.45
12/31/2014,480.78
1/1/2015,436.81
1/2/2015,476.85
1/3/2015,435.23
1/4/2015,381.43
1/5/2015,481.01
1/6/2015,427.95
1/7/2015,426.67
1/8/2015,432.68
1/9/2015,431.55
1/10/2015,370.92
1/11/2015,346.67
1/12/2015,416.67
1/13/2015,407.71
1/14/2015,417.72
1/15/2015,479.68
1/16/2015,483.88
1/17/2015,437.59
1/18/2015,403.2
1/19/2015,413.1
1/20/2015,479.97
1/21/2015,492.17
1/22/2015,489
1/23/2015,488.65
1/24/2015,418.81
1/25/2015,383.95
1/26/2015,480.15
1/27/2015,462.04
1/28/2015,492.88
1/29/2015,496.71
1/30/2015,488.25
1/31/2015,445.73
2/1/2015,407.25
2/2/2015,483.95
2/3/2015,498.21
2/4/2015,492.29
2/5/2015,493.81
2/6/2015,491.46
2/7/2015,430.71
2/8/2015,381.65
2/9/2015,479.75
2/10/2015,490.56
2/11/2015,490.82
2/12/2015,491.97
2/13/2015,499.87
2/14/2015,428.65
2/15/2015,400.44
2/16/2015,417.53
2/17/2015,485.43
2/18/2015,496.08
2/19/2015,459.14
2/20/2015,441.87
2/21/2015,429.47
2/22/2015,381.12
2/23/2015,480.27
2/24/2015,478.57
2/25/2015,493.97
2/26/2015,495.1
2/27/2015,493.97
2/28/2015,439.58
3/1/2015,393.32
3/2/2015,481.82
3/3/2015,494.38
3/4/2015,486.69
3/5/2015,481.86
3/6/2015,477.04
3/7/2015,429.79
3/8/2015,389.13
3/9/2015,472.82
3/10/2015,483.45
3/11/2015,479.2
3/12/2015,488.58
3/13/2015,489.75
3/14/2015,421.61
3/15/2015,401.49
3/16/2015,477.4
3/17/2015,480.37
3/18/2015,490.36
3/19/2015,467.98
3/20/2015,490.65
3/21/2015,432.98
3/22/2015,407.65
3/23/2015,491.46
3/24/2015,491.86
3/25/2015,491.65
3/26/2015,482.68
3/27/2015,467.99
3/28/2015,390.96
3/29/2015,359.93
3/30/2015,464.72
3/31/2015,483.9
4/1/2015,488.92
4/2/2015,478.57
4/3/2015,454.44
4/4/2015,411.15
4/5/2015,364.54
4/6/2015,461.85
4/7/2015,473.74
4/8/2015,489.37
4/9/2015,486.82
4/10/2015,481.05
4/11/2015,411.33
4/12/2015,369.99
4/13/2015,458.8
4/14/2015,470.77
4/15/2015,465.38
4/16/2015,472.73
4/17/2015,472.11
4/18/2015,408.25
4/19/2015,361.51
4/20/2015,459.86
4/21/2015,458.08
4/22/2015,453.52
4/23/2015,463.96
4/24/2015,464.28
4/25/2015,401.75
4/26/2015,356.76
4/27/2015,447.49
4/28/2015,454.07
4/29/2015,451.2
4/30/2015,455.53
5/1/2015,457.53
5/2/2015,401.69
5/3/2015,367.37
5/4/2015,462.55
5/5/2015,680.62
5/6/2015,607.19
5/7/2015,645.12
5/8/2015,663.66
5/9/2015,418.62
5/10/2015,540.24
5/11/2015,929.95
5/12/2015,732.39
5/13/2015,464.03
5/14/2015,465.55
5/15/2015,466.95
5/16/2015,414.83
5/17/2015,660.85
5/18/2015,678.49
5/19/2015,681.66
5/20/2015,613.89
5/21/2015,476.37
5/22/2015,468.45
5/23/2015,408.38
5/24/2015,387.07
5/25/2015,720.16
5/26/2015,758.65
5/27/2015,925.82
5/28/2015,1011.9
5/29/2015,801.4
5/30/2015,701.46
5/31/2015,794.69
6/1/2015,677.43
6/2/2015,485.27
6/3/2015,481.3
6/4/2015,480.65
6/5/2015,478.13
6/6/2015,570.82
6/7/2015,456.69
6/8/2015,803.73
6/9/2015,867.14
6/10/2015,612.19
6/11/2015,694.02
6/12/2015,667.9
6/13/2015,568.16
6/14/2015,516.93
6/15/2015,595.65
6/16/2015,580.83
6/17/2015,586.9
6/18/2015,531.59
6/19/2015,584.24
6/20/2015,438.28
6/21/2015,552.43
6/22/2015,588.49
6/23/2015,724.01
6/24/2015,594.99
6/25/2015,546.22
6/26/2015,540.76
6/27/2015,420.37
6/28/2015,398.35
6/29/2015,540.67
6/30/2015,564.99
7/1/2015,587.67
7/2/2015,602.19
7/3/2015,597.98
7/4/2015,397.35
7/5/2015,732.11
7/6/2015,833.76
7/7/2015,977.32
7/8/2015,997.85
7/9/2015,822.3
7/10/2015,795.69
7/11/2015,737.35
7/12/2015,754.22
7/13/2015,833.78
7/14/2015,925.86
7/15/2015,924.49
7/16/2015,780.53
7/17/2015,711.13
7/18/2015,598.97
7/19/2015,618.62
7/20/2015,823.04
7/21/2015,987.27
7/22/2015,786.16
7/23/2015,753.06
7/24/2015,804.66
7/25/2015,777.44
7/26/2015,776.26
7/27/2015,833.92
7/28/2015,976.16
7/29/2015,979.21
7/30/2015,1054.85
7/31/2015,853.39
8/1/2015,697.71
8/2/2015,705.36
8/3/2015,779.07
8/4/2015,891.94
8/5/2015,634.85
8/6/2015,598.81
8/7/2015,610.34
8/8/2015,558.63
8/9/2015,742.71
8/10/2015,809.72
8/11/2015,914.59
8/12/2015,846.34
8/13/2015,707.12
8/14/2015,774.85
8/15/2015,805.04
8/16/2015,798.45
8/17/2015,959.66
8/18/2015,972.07
8/19/2015,1063.59
8/20/2015,1064.71
8/21/2015,866.02
8/22/2015,611.73
8/23/2015,550.72
8/24/2015,640.9
8/25/2015,639.49
8/26/2015,641.19
8/27/2015,686.72
8/28/2015,692.52
8/29/2015,485.19
8/30/2015,506.88
8/31/2015,608.45
9/1/2015,632.78
9/2/2015,636.45
9/3/2015,601.63
9/4/2015,603.75
9/5/2015,488.47
9/6/2015,498.77
9/7/2015,547.2
9/8/2015,667.27
9/9/2015,699.59
9/10/2015,616.62
9/11/2015,557.57
9/12/2015,524.32
9/13/2015,464.6
9/14/2015,450.78
9/15/2015,541.83
9/16/2015,569.02
9/17/2015,635.29
9/18/2015,583.8
9/19/2015,562.06
9/20/2015,485.13
9/21/2015,454.03
9/22/2015,461.42
9/23/2015,519.92
9/24/2015,535.08
9/25/2015,511.72
9/26/2015,409.62
9/27/2015,373.87
9/28/2015,540.55
9/29/2015,627.74
9/30/2015,620.47
10/1/2015,453.27
10/2/2015,449.53
10/3/2015,388.03
10/4/2015,382.14
10/5/2015,451.81
10/6/2015,446.87
10/7/2015,514.48
10/8/2015,486.27
10/9/2015,518.8
10/10/2015,377.26
10/11/2015,361.43
10/12/2015,368.2
10/13/2015,444.59
10/14/2015,448.85
10/15/2015,449.56
10/16/2015,441.51
10/17/2015,361.31
10/18/2015,375.8
10/19/2015,454.26
10/20/2015,453.4
10/21/2015,446.05
10/22/2015,447.5
10/23/2015,449.32
10/24/2015,383.98
10/25/2015,369.39
10/26/2015,448.03
10/27/2015,457.27
10/28/2015,455.48
10/29/2015,455.39
10/30/2015,441.9
10/31/2015,382.11
11/1/2015,382.2
11/2/2015,436.87
11/3/2015,415.92
11/4/2015,447.03
11/5/2015,453.23
11/6/2015,588.21
11/7/2015,406.75
11/8/2015,364.42
11/9/2015,439.02
11/10/2015,449.21
11/11/2015,399.19
11/12/2015,446.26
11/13/2015,442.08
11/14/2015,383.22
11/15/2015,379.45
11/16/2015,435.6
11/17/2015,453.35
11/18/2015,455.32
11/19/2015,454.29
11/20/2015,444.67
11/21/2015,377.09
11/22/2015,354.25
11/23/2015,449.14
11/24/2015,460.21
11/25/2015,456.62
11/26/2015,396.57
11/27/2015,428.45
11/28/2015,355.31
11/29/2015,366.69
11/30/2015,450.57
12/1/2015,458.43
12/2/2015,445.08
12/3/2015,451.99
12/4/2015,457.73
12/5/2015,390.81
12/6/2015,381.2
12/7/2015,444.08
12/8/2015,457.17
12/9/2015,459.73
12/10/2015,453.53
12/11/2015,447.86
12/12/2015,378.69
12/13/2015,357.3
12/14/2015,441.64
12/15/2015,444.97
12/16/2015,448.87
12/17/2015,454.31
12/18/2015,448.38
12/19/2015,385.92
12/20/2015,369.96
12/21/2015,448.4
12/22/2015,449.82
12/23/2015,447.17
12/24/2015,437.4
12/25/2015,405.38
12/26/2015,366.22
12/27/2015,352.5
12/28/2015,442.4
12/29/2015,453.83
12/30/2015,456.75
12/31/2015,441.98
